nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
Group and count details for the events using a bar chart.,original,Bar,EVENTS,local_govt_in_alabama,mark bar data events encoding x event_details y aggregate count event_details transform group x,Event_Details,none,count Event_Details,bar,"x=Event_Details,y=count Event_Details,color=none",none
Group and count details for the events using a pie chart.,original,Pie,EVENTS,local_govt_in_alabama,mark arc data events encoding x event_details y aggregate count event_details transform group x,Event_Details,none,count Event_Details,arc,"x=Event_Details,y=count Event_Details,color=none",none
"For each team, how many technicians are there, could you sort X in ASC order?",original,Bar,technician,machine_repair,mark bar data technician encoding x team y aggregate count team transform group x sort x asc,Team,none,count Team,bar,"x=Team,y=count Team,color=none",x asc
"List the names of technicians whose team is not ""NYY"", count them by a bar chart, and show the x-axis in descending order, please.",original,Bar,technician,machine_repair,"mark bar data technician encoding x name y aggregate count name transform filter team != ""nyy"" group x sort x desc",Name,"Team != ""NYY""",count Name,bar,"x=Name,y=count Name,color=none",x desc
Show different teams of technicians and the number of technicians in each team in a pie chart.,original,Pie,technician,machine_repair,mark arc data technician encoding x team y aggregate count team transform group x,Team,none,count Team,arc,"x=Team,y=count Team,color=none",none
"Display a bar chart for what is the total revenue of companies started by the founder, and display the x-axis from low to high.",original,Bar,manufacturers,manufactory_1,mark bar data manufacturers encoding x founder y aggregate sum revenue transform group x sort x asc,"Founder,Revenue",none,sum Revenue,bar,"x=Founder,y=sum Revenue,color=none",x asc
Please show me a bar chart for visualizing the name and revenue of all manufacturers sorted by their revenue in descending order.,original,Bar,manufacturers,manufactory_1,mark bar data manufacturers encoding x name y aggregate none revenue transform sort y desc,"Name,Revenue",none,none,bar,"x=Name,y=Revenue,color=none",y desc
"Give me a bar chart for the total number of each product type code, could you rank in desc by the X-axis?",original,Bar,Products,solvency_ii,mark bar data products encoding x product_type_code y aggregate count product_type_code transform group x sort x desc,Product_Type_Code,none,count Product_Type_Code,bar,"x=Product_Type_Code,y=count Product_Type_Code,color=none",x desc
What is the total number of different types of codes of products?,original,Bar,Products,solvency_ii,mark bar data products encoding x product_type_code y aggregate count product_type_code transform group x,Product_Type_Code,none,count Product_Type_Code,bar,"x=Product_Type_Code,y=count Product_Type_Code,color=none",none
Show different type codes of products and the number of products with each type code with a pie chart.,original,Pie,Products,solvency_ii,mark arc data products encoding x product_type_code y aggregate count product_type_code transform group x,Product_Type_Code,none,count Product_Type_Code,arc,"x=Product_Type_Code,y=count Product_Type_Code,color=none",none
"Scatter. What are the average prices of products, grouped by manufacturer code?",original,Scatter,Products,manufactory_1,mark point data products encoding x avg(price) y aggregate none manufacturer transform group manufacturer,"Price,Manufacturer",none,avg Price,point,"x=avg Price,y=Manufacturer,color=none",none
Find the component amounts and names of all furniture that have more than 10 components. Show me the proportion of component amounts using a pie chart.,original,Pie,furniture,manufacturer,mark arc data furniture encoding x name y aggregate none num_of_component transform filter num_of_component > 10,"Name,Num_of_Component",Num_of_Component gt 10,none,arc,"x=Name,y=Num_of_Component,color=none",none
"Find the component amounts and names of all furniture that has more than 10 components, and could you order by the y-axis from low to high?",original,Bar,furniture,manufacturer,mark bar data furniture encoding x name y aggregate none num_of_component transform filter num_of_component > 10 sort y asc,"Name,Num_of_Component",Num_of_Component gt 10,none,bar,"x=Name,y=Num_of_Component,color=none",y asc
"Give me a histogram for what is the number of players who have points less than 30 for each position, list by the y-axis in desc, please.",original,Bar,player,sports_competition,mark bar data player encoding x position y aggregate count position transform filter points < 30 group x sort y desc,Position,Points lt 30,count Position,bar,"x=Position,y=count Position,color=none",y desc
What is the proportion of the gender of players?,original,Pie,player,riding_club,mark arc data player encoding x gender y aggregate count gender transform group x,Gender,none,count Gender,arc,"x=Gender,y=count Gender,color=none",none
"Compare the number of players of different occupations using a bar chart, and list the y-axis in descending order.",original,Bar,player,riding_club,mark bar data player encoding x occupation y aggregate count occupation transform group x sort y desc,Occupation,none,count Occupation,bar,"x=Occupation,y=count Occupation,color=none",y desc
"How many players played each position? Plot them as a bar chart, and could you display the y-axis from high to low order?",original,Bar,match_season,match_season,mark bar data match_season encoding x position y aggregate count position transform group x sort y desc,Position,none,count Position,bar,"x=Position,y=count Position,color=none",y desc
Show the draft pick numbers and draft classes of players whose positions are defenders in a bar chart.,original,Bar,match_season,match_season,"mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender""","Draft_Class,Draft_Pick_Number","Position = ""Defender""",none,bar,"x=Draft_Class,y=Draft_Pick_Number,color=none",none
Show the position of players and the corresponding number of players in a pie chart.,original,Pie,match_season,match_season,mark arc data match_season encoding x position y aggregate count position transform group x,Position,none,count Position,arc,"x=Position,y=count Position,color=none",none
"Show the number of brands from each brand, and list the x-axis in descending order.",original,Bar,camera_lens,mountain_photos,mark bar data camera_lens encoding x brand y aggregate count brand transform group x sort x desc,brand,none,count brand,bar,"x=brand,y=count brand,color=none",x desc
Count the brand of each camera lens with a pie chart.,original,Pie,camera_lens,mountain_photos,mark arc data camera_lens encoding x brand y aggregate count brand transform group x,brand,none,count brand,arc,"x=brand,y=count brand,color=none",none
Compare the number of items in each color scheme using a bar chart.,original,Bar,photos,mountain_photos,mark bar data photos encoding x color y aggregate count color transform group x,"color,y",none,count,bar,"x=color,y=count,color=y",none
Please draw a bar chart to show the total number of different colors. Could you rank the Y-axis from low to high order?,original,Bar,photos,mountain_photos,mark bar data photos encoding x color y aggregate count color transform group x sort y asc,"color,y",none,count,bar,"x=color,y=count,color=y",y asc
Group and count the color scheme for all the photos using a pie chart.,original,Pie,photos,mountain_photos,mark arc data photos encoding x color y aggregate count color transform group x,"color,y",none,count,arc,"x=color,y=count,color=y",none
"Can you give me a bar chart to show the name and membership level of the visitors whose membership level is higher than 4, listed in desc by the x-axis, please?",original,Bar,visitor,museum_visit,mark bar data visitor encoding x name y aggregate none level_of_membership transform filter level_of_membership > 4 sort x desc,"Name,Level_of_membership",Level_of_membership gt 4,none,bar,"x=Name,y=Level_of_membership,color=none",x desc
Can you give me a bar chart to show the name and membership level of the visitors whose membership level is higher than 4?,original,Bar,visitor,museum_visit,mark bar data visitor encoding x name y aggregate none level_of_membership transform filter level_of_membership > 4,"Name,Level_of_membership",Level_of_membership gt 4,none,bar,"x=Name,y=Level_of_membership,color=none",none
Find the name and membership level of the visitors whose membership level is higher than 4. Plot them as a pie chart.,original,Pie,visitor,museum_visit,mark arc data visitor encoding x name y aggregate none level_of_membership transform filter level_of_membership > 4,"Name,Level_of_membership",Level_of_membership gt 4,none,arc,"x=Name,y=Level_of_membership,color=none",none
Show me a pie chart for how many songs were released for each format.,original,Pie,files,music_1,mark arc data files encoding x formats y aggregate count formats transform group x,formats,none,count formats,arc,"x=formats,y=count formats,color=none",none
"What is the average rating of songs for each language? Plot them as a bar chart, and could you list from high to low by the total number?",original,Bar,song,music_1,mark bar data song encoding x languages y aggregate mean rating transform group x sort y desc,"languages,rating",none,mean rating,bar,"x=languages,y=mean rating,color=none",y desc
Show me a bar chart for what is the average rating of songs for each language.,original,Bar,song,music_1,mark bar data song encoding x languages y aggregate mean rating transform group x,"languages,rating",none,mean rating,bar,"x=languages,y=mean rating,color=none",none
What is the average rating of songs for each language? Plot them as a pie chart.,original,Pie,song,music_1,mark arc data song encoding x languages y aggregate mean rating transform group x,"languages,rating",none,mean rating,arc,"x=languages,y=mean rating,color=none",none
"What is the category of music festivals with the result ""Awarded""? Count them by a bar chart, showing from low to high by the y-axis.",original,Bar,music_festival,music_4,"mark bar data music_festival encoding x category y aggregate count category transform filter result = ""awarded"" group x sort y asc",Category,"Result = ""Awarded""",count Category,bar,"x=Category,y=count Category,color=none",y asc
"What are the categories of music festivals with the result ""Awarded""? Count them by a pie chart.",original,Pie,music_festival,music_4,"mark arc data music_festival encoding x category y aggregate count category transform filter result = ""awarded"" group x",Category,"Result = ""Awarded""",count Category,arc,"x=Category,y=count Category,color=none",none
Return the results of all music festivals using a pie chart.,original,Pie,music_festival,music_4,mark arc data music_festival encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
"For all artists' names who are not from the United States, show the total number of each year with a bar chart, I want to display the Y-axis from low to high order, please.",original,Bar,artist,theme_gallery,mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group x sort y asc,Year_Join,Country != 'United States',count Year_Join,bar,"x=Year_Join,y=count Year_Join,color=none",y asc
Show all countries with a pie chart.,original,Pie,artist,theme_gallery,mark arc data artist encoding x country y aggregate count country transform group x,Country,none,count Country,arc,"x=Country,y=count Country,color=none",none
"For artist names who are not from the United States, show me a stack in which the x-axis is the Year_Join and the group by name in Y, I want to rank the y-axis from low to high order.",original,Stacked Bar,artist,theme_gallery,mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group name sort y asc,"Year_Join,Name",Country != 'United States',count Year_Join,bar,"x=Year_Join,y=count Year_Join,color=Name",y asc
"Show the names and average grades of each high schooler with a bar chart, and I want to rank by the bars in descending.",original,Bar,Highschooler,network_1,mark bar data highschooler encoding x name y aggregate mean grade transform group x sort x desc,"name,grade",none,mean grade,bar,"x=name,y=mean grade,color=none",x desc
Show the names and average grades of each high schooler with a bar chart.,original,Bar,Highschooler,network_1,mark bar data highschooler encoding x name y aggregate mean grade transform group x,"name,grade",none,mean grade,bar,"x=name,y=mean grade,color=none",none
Draw a bar chart for what is the average age of males for different job titles. and sort in desc by the x-axis.,original,Bar,Person,network_2,mark bar data person encoding x job y aggregate mean age transform filter gender = 'male' group x sort x desc,"job,age",gender = 'male',mean age,bar,"x=job,y=mean age,color=none",x desc
Find the number of people who are under 40 for each gender.,original,Bar,Person,network_2,mark bar data person encoding x gender y aggregate count gender transform filter age < 40 group x,gender,age lt 40,count gender,bar,"x=gender,y=count gender,color=none",none
"A bar chart about the nationalities and average ages of journalists, and the y-axis from high to low order.",original,Bar,journalist,news_report,mark bar data journalist encoding x nationality y aggregate mean age transform group x sort y desc,"Nationality,Age",none,mean Age,bar,"x=Nationality,y=mean Age,color=none",y desc
Show the different nationalities and the number of journalists of each nationality in a bar chart.,original,Bar,journalist,news_report,mark bar data journalist encoding x nationality y aggregate count nationality transform group x,Nationality,none,count Nationality,bar,"x=Nationality,y=count Nationality,color=none",none
"Plot how many ministers are grouped by the minister as a bar graph, and order by the Minister in ascending.",original,Bar,party,party_people,mark bar data party encoding x minister y aggregate count minister transform group x sort x asc,Minister,none,count Minister,bar,"x=Minister,y=count Minister,color=none",x asc
Give me a bar chart that groups them by location and counts them.,original,Bar,party,party_host,mark bar data party encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
Show the proportion of all ministers using a pie chart.,original,Pie,party,party_people,mark arc data party encoding x minister y aggregate count minister transform group x,Minister,none,count Minister,arc,"x=Minister,y=count Minister,color=none",none
How many hosts does each nationality have? List the nationality and the count. Visualize by bar chart. Could you list them in ascending order by the y-axis?,original,Bar,HOST,party_host,mark bar data host encoding x nationality y aggregate count nationality transform group x sort y asc,Nationality,none,count Nationality,bar,"x=Nationality,y=count Nationality,color=none",y asc
Show different nationalities along with the number of hosts of each nationality in a bar chart.,original,Bar,HOST,party_host,mark bar data host encoding x nationality y aggregate count nationality transform group x,Nationality,none,count Nationality,bar,"x=Nationality,y=count Nationality,color=none",none
Show different nationalities along with the number of hosts of each nationality by a pie chart.,original,Pie,HOST,party_host,mark arc data host encoding x nationality y aggregate count nationality transform group x,Nationality,none,count Nationality,arc,"x=Nationality,y=count Nationality,color=none",none
"Bar chart x-axis location y-axis how many locations, and rank by the bars in asc.",original,Bar,performance,performance_attendance,mark bar data performance encoding x location y aggregate count location transform group x sort x asc,Location,none,count Location,bar,"x=Location,y=count Location,color=none",x asc
How many performances are in each location? Show me the proportion using a pie chart.,original,Pie,performance,performance_attendance,mark arc data performance encoding x location y aggregate count location transform group x,Location,none,count Location,arc,"x=Location,y=count Location,color=none",none
Visualize a bar chart of the countries of perpetrators. Show each country and the corresponding number of perpetrators there. I want to rank them by the X-axis from low to high.,original,Bar,perpetrator,perpetrator,mark bar data perpetrator encoding x country y aggregate count country transform group x sort x asc,Country,none,count Country,bar,"x=Country,y=count Country,color=none",x asc
What are the countries of the perpetrators? Show each country and the corresponding number of perpetrators there.,original,Pie,perpetrator,perpetrator,mark arc data perpetrator encoding x country y aggregate count country transform group x,Country,none,count Country,arc,"x=Country,y=count Country,color=none",none
"What is the average weight for each type of pet? Show the bar chart, and could you display it in ascending by the bars?",original,Bar,pets,pets_1,mark bar data pets encoding x pettype y aggregate mean weight transform group x sort x asc,"PetType,weight",none,mean weight,bar,"x=PetType,y=mean weight,color=none",x asc
Give me a pie to show the average pet age from different pet types.,original,Pie,pets,pets_1,mark arc data pets encoding x pettype y aggregate mean pet_age transform group x,"PetType,pet_age",none,mean pet_age,arc,"x=PetType,y=mean pet_age,color=none",none
"Bar graph to show mean memory in g from different carriers; sort X-axis from high to low order, please.",original,Bar,phone,phone_market,mark bar data phone encoding x carrier y aggregate mean memory_in_g transform group x sort x desc,"Carrier,Memory_in_G",none,mean Memory_in_G,bar,"x=Carrier,y=mean Memory_in_G,color=none",x desc
A bar chart about what the memories and carriers of phones are.,original,Bar,phone,phone_market,mark bar data phone encoding x carrier y aggregate mean memory_in_g transform group x,"Carrier,Memory_in_G",none,mean Memory_in_G,bar,"x=Carrier,y=mean Memory_in_G,color=none",none
What is the proportion of carriers of phones?,original,Pie,phone,phone_market,mark arc data phone encoding x carrier y aggregate count carrier transform group x,Carrier,none,count Carrier,arc,"x=Carrier,y=count Carrier,color=none",none
"Bar chart of the number of positions from each position, list by the names in desc.",original,Bar,pilot,pilot_record,mark bar data pilot encoding x position y aggregate count position transform group x sort x desc,Position,none,count Position,bar,"x=Position,y=count Position,color=none",x desc
Show me a pie chart showing the different nationalities of pilots. Show each nationality and the number of pilots of each nationality.,original,Pie,pilot,pilot_record,mark arc data pilot encoding x nationality y aggregate count nationality transform group x,Nationality,none,count Nationality,arc,"x=Nationality,y=count Nationality,color=none",none
List the final tables made and the best finishes of poker players in a scatter chart.,original,Scatter,poker_player,poker_player,mark point data poker_player encoding x final_table_made y aggregate none best_finish,"Final_Table_Made,Best_Finish",none,none,point,"x=Final_Table_Made,y=Best_Finish,color=none",none
Which catalog contents have a price above 700 dollars? Show their catalogue entry names and capacities with a pie chart.,original,Pie,Catalog_Contents,product_catalog,mark arc data catalog_contents encoding x catalog_entry_name y aggregate none capacity transform filter price_in_dollars > 700,"catalog_entry_name,capacity",price_in_dollars gt 700,none,arc,"x=catalog_entry_name,y=capacity,color=none",none
"Find the total rating ratio for each channel owner. Visualize by bar chart. Display the Y-axis from low to high order, please.",original,Bar,channel,program_share,mark bar data channel encoding x owner y aggregate sum rating_in_percent transform group x sort y asc,"Owner,Rating_in_percent",none,sum Rating_in_percent,bar,"x=Owner,y=sum Rating_in_percent,color=none",y asc
Return a pie chart on the total rating of the channel for each channel owner.,original,Pie,channel,program_share,mark arc data channel encoding x owner y aggregate sum rating_in_percent transform group x,"Owner,Rating_in_percent",none,sum Rating_in_percent,arc,"x=Owner,y=sum Rating_in_percent,color=none",none
"Bar chart x-axis type y-axis total enrollment number, and could you sort bars in asc order?",original,Bar,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x sort x asc,"Type,Enrollment",none,sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",x asc
Please give me a bar chart showing institution types and the total enrollment for each type.,original,Bar,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",none,sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",none
Please compare the total enrollment for each type using a bar chart.,original,Bar,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",none,sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",none
Bar chart x axis type y axis total number of enrollment.,original,Bar,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",none,sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",none
Please give me a pie chart showing institution types and the total enrollment for each type.,original,Pie,institution,protein_institute,mark arc data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",none,sum Enrollment,arc,"x=Type,y=sum Enrollment,color=none",none
Please tell me the proportion of total enrollment for each type using a pie chart.,original,Pie,institution,protein_institute,mark arc data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",none,sum Enrollment,arc,"x=Type,y=sum Enrollment,color=none",none
Give me a pie to show the sum enrollment from different types.,original,Pie,institution,protein_institute,mark arc data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",none,sum Enrollment,arc,"x=Type,y=sum Enrollment,color=none",none
"Return a bar chart with the name as the X-axis and the number of floors for all buildings as the Y-axis, and ordered by the number of floors.",original,Bar,building,protein_institute,mark bar data building encoding x name y aggregate none floors transform sort y,"Name,Floors",none,none,bar,"x=Name,y=Floors,color=none",y asc
Please compare the number of floors for all building names using a bar chart and order by the number of floors.,original,Bar,building,protein_institute,mark bar data building encoding x name y aggregate none floors transform sort y,"Name,Floors",none,none,bar,"x=Name,y=Floors,color=none",y asc
Show the race class and number of races in each class in a pie chart.,original,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
Show the race class and number of races in each class.,original,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
Display a pie chart for the different classes of races and how many races correspond to each.,original,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
Visualize a pie chart with the different classes of races and how many races correspond to each.,original,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
"What are the different classes of races, and how many races correspond to each? Show the proportion.",original,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
Compute the total number across the class as a pie chart.,original,Pie,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,none,count Class,arc,"x=Class,y=count Class,color=none",none
"Show names and seatings, ordered by seating for all tracks opened after 2000 in a bar chart.",original,Bar,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 sort y,"Name,Seating",Year_Opened gt 2000,none,bar,"x=Name,y=Seating,color=none",y asc
"Show names and seatings, ordered by seating for all tracks opened these days. Plot them as a bar chart.",original,Bar,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 sort y,"Name,Seating",Year_Opened gt 2000,none,bar,"x=Name,y=Seating,color=none",y asc
"Return the number of the date of birth for all the guests with the gender code ""Male"".",original,Line,Guests,apartment_rentals,"mark line data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" bin x by year",date_of_birth,"gender_code = ""Male""",count date_of_birth,line,"x=date_of_birth,y=count date_of_birth,color=none",none
"How many mills of the 'Grondzeiler' type are built each year? Give me the trend, and list the x-axis from low to high order.",original,Line,mill,architecture,mark line data mill encoding x built_year y aggregate count built_year transform filter type = 'grondzeiler' sort x asc bin x by year,built_year,type = 'Grondzeiler',count built_year,line,"x=built_year,y=count built_year,color=none",x asc
How many mills of the 'Grondzeiler' type are built each year? Give me the trend.,original,Line,mill,architecture,mark line data mill encoding x built_year y aggregate count built_year transform filter type = 'grondzeiler' bin x by year,built_year,type = 'Grondzeiler',count built_year,line,"x=built_year,y=count built_year,color=none",none
Return a line chart on how many players enter hall of fame each year.,original,Line,hall_of_fame,baseball_1,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform group x,yearid,none,count yearid,line,"x=yearid,y=count yearid,color=none",none
count yearid for visualizing a line chart.,original,Line,hall_of_fame,baseball_1,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform bin x by year,yearid,none,count yearid,line,"x=yearid,y=count yearid,color=none",none
"For each year, return the year and the average number of attendance at home games. ",original,Line,home_game,baseball_1,mark line data home_game encoding x year y aggregate mean attendance transform group x,"year,attendance",none,mean attendance,line,"x=year,y=mean attendance,color=none",none
How many home games by each year (bin the year attr into weekdays interval)? Give me a line chart.,original,Line,home_game,baseball_1,mark line data home_game encoding x year y aggregate count year transform bin x by year,year,none,count year,line,"x=year,y=count year,color=none",none
Show me the trend about  monthly_rental over  date_address_from  with a line chart.,original,Line,Student_Addresses,behavior_monitoring,mark line data student_addresses encoding x date_address_from y aggregate none monthly_rental transform sort y desc,"date_address_from,monthly_rental",none,none,line,"x=date_address_from,y=monthly_rental,color=none",y desc
"What are the dates with a maximum temperature higher than 85, and count them by a line chart.",original,Line,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter max_temperature_f > 85 group x,date,max_temperature_f gt 85,count date,line,"x=date,y=count date,color=none",none
A line chart for what are the number of dates in which the mean sea level pressure was between 30.3 and 31.,original,Line,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 group x,date,mean_sea_level_pressure_inches gte 30.3 and mean_sea_level_pressure_inches lte 31,count date,line,"x=date,y=count date,color=none",none
Please show the trend about the number of days with max temperature reaching 80 change over dates.,original,Line,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter max_temperature_f >= 80 group x,date,max_temperature_f gte 80,count date,line,"x=date,y=count date,color=none",none
Show the number of stations installed change over the installation date of in station table using a line chart.,original,Line,station,bike_1,mark line data station encoding x installation_date y aggregate count installation_date transform group x,installation_date,none,count installation_date,line,"x=installation_date,y=count installation_date,color=none",none
Show how many cinemas are open for each year in a line chart.,original,Line,cinema,cinema,mark line data cinema encoding x openning_year y aggregate count openning_year transform bin x by year,Openning_year,none,count Openning_year,line,"x=Openning_year,y=count Openning_year,color=none",none
Can you draw the trend of the average of capacity over the openning year? display X from low to high order.,original,Line,cinema,cinema,mark line data cinema encoding x openning_year y aggregate mean capacity transform sort x asc bin x by year,"Openning_year,Capacity",none,mean Capacity,line,"x=Openning_year,y=mean Capacity,color=none",x asc
Tell me the average capacity of cinemas open for each year in a line chart.,original,Line,cinema,cinema,mark line data cinema encoding x openning_year y aggregate mean capacity transform bin x by year,"Openning_year,Capacity",none,mean Capacity,line,"x=Openning_year,y=mean Capacity,color=none",none
Plot the average budget in billions over creation in a line chart.,original,Line,department,department_management,mark line data department encoding x creation y aggregate mean budget_in_billions transform group x,"Creation,Budget_in_Billions",none,mean Budget_in_Billions,line,"x=Creation,y=mean Budget_in_Billions,color=none",none
Show the sum of the budget in each year and bin creation time by year in a line chart.,original,Line,department,department_management,mark line data department encoding x creation y aggregate sum budget_in_billions transform bin x by year,"Creation,Budget_in_Billions",none,sum Budget_in_Billions,line,"x=Creation,y=sum Budget_in_Billions,color=none",none
"List the number of documents for each receipt date and bin by year with a line chart, order by the X in ascending.",original,Line,Documents,cre_Doc_Control_Systems,mark line data documents encoding x receipt_date y aggregate count receipt_date transform sort x asc bin x by year,receipt_date,none,count receipt_date,line,"x=receipt_date,y=count receipt_date,color=none",x asc
List the number of documents for each receipt date and bin by year with a line chart.,original,Line,Documents,cre_Doc_Control_Systems,mark line data documents encoding x receipt_date y aggregate count receipt_date transform bin x by year,receipt_date,none,count receipt_date,line,"x=receipt_date,y=count receipt_date,color=none",none
Show the number of documents in different starting dates. Bin starting date by year interval and group by location code with a group line chart.,original,Grouping Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from color location_code transform bin x by year,"Date_in_Location_From,Location_Code",none,count Date_in_Location_From,line,"x=Date_in_Location_From,y=count Date_in_Location_From,color=Location_Code",none
Show the number of documents with different ending dates and bin ending dates by year interval with a line chart.,original,Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to transform bin x by year,Date_in_Locaton_To,none,count Date_in_Locaton_To,line,"x=Date_in_Locaton_To,y=count Date_in_Locaton_To,color=none",none
Show the number of documents with different starting dates and bin starting dates by year interval with a line chart.,original,Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from transform bin x by year,Date_in_Location_From,none,count Date_in_Location_From,line,"x=Date_in_Location_From,y=count Date_in_Location_From,color=none",none
How many documents in different ending dates? Return a line chart grouping by ending date.,original,Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to transform group x,Date_in_Locaton_To,none,count Date_in_Locaton_To,line,"x=Date_in_Locaton_To,y=count Date_in_Locaton_To,color=none",none
I want to see the trend of the number of date in location to over date in location to by Location_Code.,original,Grouping Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform group x,"Date_in_Locaton_To,Location_Code",none,count Date_in_Locaton_To,line,"x=Date_in_Locaton_To,y=count Date_in_Locaton_To,color=Location_Code",none
Show the number of documents with different ending dates. Bin ending date by year interval and group by location code with a group line chart.,original,Grouping Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform bin x by year,"Date_in_Locaton_To,Location_Code",none,count Date_in_Locaton_To,line,"x=Date_in_Locaton_To,y=count Date_in_Locaton_To,color=Location_Code",none
"Show the number of documents with different starting date and group by starting date with a line chart, list by the X from low to high.",original,Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from transform group x sort x asc,Date_in_Location_From,none,count Date_in_Location_From,line,"x=Date_in_Location_From,y=count Date_in_Location_From,color=none",x asc
How many documents in different starting dates? Return a line chart grouping by starting date.,original,Line,Document_locations,cre_Doc_Tracking_DB,mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from transform group x,Date_in_Location_From,none,count Date_in_Location_From,line,"x=Date_in_Location_From,y=count Date_in_Location_From,color=none",none
Plot calendar date by how many calendar date as a line chart.,original,Line,Ref_calendar,cre_Doc_Tracking_DB,mark line data ref_calendar encoding x calendar_date y aggregate count calendar_date transform bin x by year,Calendar_Date,none,count Calendar_Date,line,"x=Calendar_Date,y=count Calendar_Date,color=none",none
How many accounts are opened in each year? Show a line chart.,original,Line,Accounts,customers_and_invoices,mark line data accounts encoding x date_account_opened y aggregate count date_account_opened transform bin x by year,date_account_opened,none,count date_account_opened,line,"x=date_account_opened,y=count date_account_opened,color=none",none
List the number of the order dates of all the bookings.,original,Line,BOOKINGS,cre_Drama_Workshop_Groups,mark line data bookings encoding x order_date y aggregate count order_date transform bin x by year,Order_Date,none,count Order_Date,line,"x=Order_Date,y=count Order_Date,color=none",none
Can you draw the trend of the number of actual delivery date over the actual delivery date?,original,Line,BOOKINGS,cre_Drama_Workshop_Groups,mark line data bookings encoding x actual_delivery_date y aggregate count actual_delivery_date transform bin x by year,Actual_Delivery_Date,none,count Actual_Delivery_Date,line,"x=Actual_Delivery_Date,y=count Actual_Delivery_Date,color=none",none
What is the number of distinct visit dates?,original,Line,VISITS,cre_Theme_park,mark line data visits encoding x visit_date y aggregate count visit_date transform bin x by year,Visit_Date,none,count Visit_Date,line,"x=Visit_Date,y=count Visit_Date,color=none",none
"When are the birthdays of customers who are classified as 'Good Customer' status, and count them by a line chart.",original,Line,Customers,driving_school,mark line data customers encoding x date_of_birth y aggregate count date_of_birth transform filter customer_status_code = 'good customer' bin x by year,date_of_birth,customer_status_code = 'Good Customer',count date_of_birth,line,"x=date_of_birth,y=count date_of_birth,color=none",none
