nl,nl type,chart,hardness,table name,database,label,column,aggregate,mark,encoding,sort,filter
A scatter chart shows the correlation between Shop_ID and Employee_ID.,original,Scatter,Easy,hiring,employee_hire_evaluation,mark point data hiring encoding x shop_id y aggregate none employee_id,"Shop_ID,Employee_ID",none,point,"x=Shop_ID,y=Employee_ID,color=none",none,none
"How many companies each investor has invested? Show me a bar chart, and I want to show Y in asc order.",original,Bar,Medium,entrepreneur,entrepreneur,mark bar data entrepreneur encoding x investor y aggregate count investor transform group x sort y asc,Investor,count Investor,bar,"x=Investor,y=count Investor,color=none",y asc,none
Show the number of companies each investor has invested with a bar chart.,original,Bar,Easy,entrepreneur,entrepreneur,mark bar data entrepreneur encoding x investor y aggregate count investor transform group x,Investor,count Investor,bar,"x=Investor,y=count Investor,color=none",none,none
Show the number of companies each investor has invested with a pie chart.,original,Pie,Easy,entrepreneur,entrepreneur,mark arc data entrepreneur encoding x investor y aggregate count investor transform group x,Investor,count Investor,arc,"x=Investor,y=count Investor,color=none",none,none
"Give me a histogram for what are the statuses and average populations of each city?, list by the names in desc please.",original,Bar,Medium,city,farm,mark bar data city encoding x status y aggregate mean population transform group x sort x desc,"Status,Population",mean Population,bar,"x=Status,y=mean Population,color=none",x desc,none
A bar chart about what are the statuses and average populations of each city?,original,Bar,Easy,city,farm,mark bar data city encoding x status y aggregate mean population transform group x,"Status,Population",mean Population,bar,"x=Status,y=mean Population,color=none",none,none
Return a pie chart on what are the statuses and average populations of each city?,original,Pie,Easy,city,farm,mark arc data city encoding x status y aggregate mean population transform group x,"Status,Population",mean Population,arc,"x=Status,y=mean Population,color=none",none,none
Draw a scatter chart for what are the low and high estimates of film markets?,original,Scatter,Easy,film_market_estimation,film_rank,mark point data film_market_estimation encoding x low_estimate y aggregate none high_estimate,"Low_Estimate,High_Estimate",none,point,"x=Low_Estimate,y=High_Estimate,color=none",none,none
"Draw a bar chart of destination versus the total number, I want to display in desc by the names.",original,Bar,Medium,Flight,flight_1,mark bar data flight encoding x destination y aggregate count destination transform group x sort x desc,destination,count destination,bar,"x=destination,y=count destination,color=none",x desc,none
A pie chart showing the number of flights with price higher than 300 for each destination city.,original,Pie,Medium,Flight,flight_1,mark arc data flight encoding x destination y aggregate count destination transform filter price > 300 group x,destination,count destination,arc,"x=destination,y=count destination,color=none",none,price gt 300
"How many flights with price higher than 300 for each destination city? Return a bar chart, I want to show X-axis from high to low order.",original,Bar,Hard,Flight,flight_1,mark bar data flight encoding x destination y aggregate count destination transform filter price > 300 group x sort x desc,destination,count destination,bar,"x=destination,y=count destination,color=none",x desc,price gt 300
Show name and distance for all aircrafts by a bar chart.,original,Bar,Easy,Aircraft,flight_1,mark bar data aircraft encoding x name y aggregate none distance,"name,distance",none,bar,"x=name,y=distance,color=none",none,none
Show how many flights each pilot has flied in a pie chart.,original,Pie,Easy,flight,flight_company,mark arc data flight encoding x pilot y aggregate count pilot transform group x,Pilot,count Pilot,arc,"x=Pilot,y=count Pilot,color=none",none,none
Find the id and location of circuits that belong to France or Belgium. Plot them as bar chart.,original,Bar,Medium,circuits,formula_1,"mark bar data circuits encoding x location y aggregate none circuitid transform filter country = ""france"" or country = ""belgium""","location,circuitId",none,bar,"x=location,y=circuitId,color=none",none,"country = ""France"" or country = ""Belgium"""
"Display a bar chart for what are the ids and locations of all circuits in France or Belgium?, order in ascending by the total number.",original,Bar,Hard,circuits,formula_1,"mark bar data circuits encoding x location y aggregate none circuitid transform filter country = ""france"" or country = ""belgium"" sort y asc","location,circuitId",none,bar,"x=location,y=circuitId,color=none",y asc,"country = ""France"" or country = ""Belgium"""
"What are the names of races held between 2009 and 2011, and count them by a bar chart, show from high to low by the Y.",original,Bar,Hard,races,formula_1,mark bar data races encoding x name y aggregate count name transform filter year between 2009 and 2011 group x sort y desc,name,count name,bar,"x=name,y=count name,color=none",y desc,year gte 2009 and year lte 2011
"What are the names of all races held between 2009 and 2011, and count them by a bar chart.",original,Bar,Medium,races,formula_1,mark bar data races encoding x name y aggregate count name transform filter year between 2009 and 2011 group x,name,count name,bar,"x=name,y=count name,color=none",none,year gte 2009 and year lte 2011
Scatter. what are ids and total number of hours played for each game?,original,Scatter,Easy,Plays_games,game_1,mark point data plays_games encoding x gameid y aggregate sum hours_played transform group x,"GameID,Hours_Played",sum Hours_Played,point,"x=GameID,y=sum Hours_Played,color=none",none,none
"Draw a bar chart of manager name versus how many manager name, and show by the total number from low to high.",original,Bar,Medium,gas_station,gas_company,mark bar data gas_station encoding x manager_name y aggregate count manager_name transform group x sort y asc,Manager_Name,count Manager_Name,bar,"x=Manager_Name,y=count Manager_Name,color=none",y asc,none
Show the number of gas stations for each manager in a bar chart.,original,Bar,Easy,gas_station,gas_company,mark bar data gas_station encoding x manager_name y aggregate count manager_name transform group x,Manager_Name,count Manager_Name,bar,"x=Manager_Name,y=count Manager_Name,color=none",none,none
List the physicians' employee ids together with their primary affiliation departments' ids with a scatter chart.,original,Scatter,Easy,affiliated_with,hospital_1,mark point data affiliated_with encoding x physician y aggregate none department transform filter primaryaffiliation = 1,"Physician,Department",none,point,"x=Physician,y=Department,color=none",none,PrimaryAffiliation = 1
Group and count the state province attribute of the location table to visualize a bar chart.,original,Bar,Easy,locations,hr_1,mark bar data locations encoding x state_province y aggregate count state_province transform group x,STATE_PROVINCE,count STATE_PROVINCE,bar,"x=STATE_PROVINCE,y=count STATE_PROVINCE,color=none",none,none
"what are the job titles, and range of salaries for jobs with maximum salary between 12000 and 18000?, could you sort by the names in descending?",original,Bar,Medium,jobs,hr_1,mark bar data jobs encoding x job_title y aggregate none max_salary - min_salary transform filter max_salary between 12000 and 18000 sort x desc,"JOB_TITLE,MAX_SALARY",none,bar,"x=JOB_TITLE,y=MAX_SALARY - MIN_SALARY,color=none",x desc,MAX_SALARY gte 12000 and MAX_SALARY lte 18000
"A pie chart about what are the job titles, and range of salaries for jobs with maximum salary between 12000 and 18000?",original,Pie,Medium,jobs,hr_1,mark arc data jobs encoding x job_title y aggregate none max_salary - min_salary transform filter max_salary between 12000 and 18000,"JOB_TITLE,MAX_SALARY",none,arc,"x=JOB_TITLE,y=MAX_SALARY - MIN_SALARY,color=none",none,MAX_SALARY gte 12000 and MAX_SALARY lte 18000
"Please show me how many employees working on different countries using a bar chart, could you list from high to low by the bars?",original,Bar,Medium,countries,hr_1,mark bar data countries encoding x country_name y aggregate count country_name transform group x sort x desc,COUNTRY_NAME,count COUNTRY_NAME,bar,"x=COUNTRY_NAME,y=count COUNTRY_NAME,color=none",x desc,none
"You can give me a bar chart, that groups and counts the country name.",original,Bar,Easy,countries,hr_1,mark bar data countries encoding x country_name y aggregate count country_name transform group x,COUNTRY_NAME,count COUNTRY_NAME,bar,"x=COUNTRY_NAME,y=count COUNTRY_NAME,color=none",none,none
"You can give me a pie chart, that groups and counts the country name.",original,Pie,Easy,countries,hr_1,mark arc data countries encoding x country_name y aggregate count country_name transform group x,COUNTRY_NAME,count COUNTRY_NAME,arc,"x=COUNTRY_NAME,y=count COUNTRY_NAME,color=none",none,none
"What are the number of rooms for each bed type Show bar chart, I want to show by the x axis in ascending.",original,Bar,Medium,Rooms,inn_1,mark bar data rooms encoding x bedtype y aggregate count bedtype transform group x sort x asc,bedType,count bedType,bar,"x=bedType,y=count bedType,color=none",x asc,none
Show the frequency of the decor of rooms that have a king bed using a pie chart.,original,Pie,Medium,Rooms,inn_1,mark arc data rooms encoding x decor y aggregate count decor transform filter bedtype = 'king' group x,decor,count decor,arc,"x=decor,y=count decor,color=none",none,"bedType = ""King"""
"Show the minimum of the rooms in different decor using a bar chart, and display by the X-axis from low to high please.",original,Bar,Easy,Rooms,inn_1,mark bar data rooms encoding x decor y aggregate min baseprice transform group x sort x asc,"decor,basePrice",min basePrice,bar,"x=decor,y=min basePrice,color=none",x asc,none
Find the number of records of each policy type and its type code. Visualize by bar chart.,original,Bar,Easy,policies,insurance_and_eClaims,mark bar data policies encoding x policy_type_code y aggregate count policy_type_code transform group x,Policy_Type_Code,count Policy_Type_Code,bar,"x=Policy_Type_Code,y=count Policy_Type_Code,color=none",none,none
"Find the number of records of each policy type and its type code Visualize by bar chart, and could you rank bar in ascending order?",original,Bar,Medium,policies,insurance_and_eClaims,mark bar data policies encoding x policy_type_code y aggregate count policy_type_code transform group x sort x asc,Policy_Type_Code,count Policy_Type_Code,bar,"x=Policy_Type_Code,y=count Policy_Type_Code,color=none",x asc,none
Find the number of records of each policy type and its type code. Plot them as pie chart.,original,Pie,Easy,policies,insurance_and_eClaims,mark arc data policies encoding x policy_type_code y aggregate count policy_type_code transform group x,Policy_Type_Code,count Policy_Type_Code,arc,"x=Policy_Type_Code,y=count Policy_Type_Code,color=none",none,none
Compare the frequency of each payment method code using a bar chart.,original,Bar,Easy,Payments,insurance_policies,mark bar data payments encoding x payment_method_code y aggregate count payment_method_code transform group x,Payment_Method_Code,count Payment_Method_Code,bar,"x=Payment_Method_Code,y=count Payment_Method_Code,color=none",none,none
What about the proportion of the total amounts of payments by each method code? You can give me a pie chart.,original,Pie,Easy,Payments,insurance_policies,mark arc data payments encoding x payment_method_code y aggregate sum amount_payment transform group x,"Payment_Method_Code,Amount_Payment",sum Amount_Payment,arc,"x=Payment_Method_Code,y=sum Amount_Payment,color=none",none,none
Return a trend line to show the average amount of payment by each payment day.,original,Line,Medium,Payments,insurance_policies,mark line data payments encoding x date_payment_made y aggregate mean amount_payment transform group x sort x asc,"Date_Payment_Made,Amount_Payment",mean Amount_Payment,line,"x=Date_Payment_Made,y=mean Amount_Payment,color=none",x asc,none
"Which Payments were processed with Visa? Get the payment Id, the date and the amount for visualizing a scatter chart.",original,Scatter,Easy,Payments,insurance_policies,mark point data payments encoding x payment_id y aggregate none amount_payment transform filter payment_method_code = 'visa',"Payment_ID,Amount_Payment",none,point,"x=Payment_ID,y=Amount_Payment,color=none",none,Payment_Method_Code = 'Visa'
"Plot date claim settled by the number of date claim settled as a line chart, and list by the X from low to high.",original,Line,Medium,Settlements,insurance_policies,mark line data settlements encoding x date_claim_settled y aggregate count date_claim_settled transform group x sort x asc,Date_Claim_Settled,count Date_Claim_Settled,line,"x=Date_Claim_Settled,y=count Date_Claim_Settled,color=none",x asc,none
"Bar chart x axis name y axis how many name, and could you sort in ascending by the Y?",original,Bar,Medium,editor,journal_committee,mark bar data editor encoding x name y aggregate count name transform group x sort y asc,Name,count Name,bar,"x=Name,y=count Name,color=none",y asc,none
Group and count the name attribute for visualizing a bar chart.,original,Bar,Easy,editor,journal_committee,mark bar data editor encoding x name y aggregate count name transform group x,Name,count Name,bar,"x=Name,y=count Name,color=none",none,none
"For each account type, find the average account balance of customers with credit score lower than 50. Show a pie chart.",original,Pie,Medium,customer,loan_1,mark arc data customer encoding x acc_type y aggregate mean acc_bal transform filter credit_score < 50 group x,"acc_type,acc_bal",mean acc_bal,arc,"x=acc_type,y=mean acc_bal,color=none",none,credit_score lt 50
"Compare the number of items in the type of each thing using a bar chart, list in asc by the Y please.",original,Bar,Medium,Things,local_govt_and_lot,mark bar data things encoding x type_of_thing_code y aggregate count type_of_thing_code transform group x sort y asc,Type_of_Thing_Code,count Type_of_Thing_Code,bar,"x=Type_of_Thing_Code,y=count Type_of_Thing_Code,color=none",y asc,none
Compare the number of items in the type of each thing using a bar chart.,original,Bar,Easy,Things,local_govt_and_lot,mark bar data things encoding x type_of_thing_code y aggregate count type_of_thing_code transform group x,Type_of_Thing_Code,count Type_of_Thing_Code,bar,"x=Type_of_Thing_Code,y=count Type_of_Thing_Code,color=none",none,none
Just list the resident id and details in a bar chart.,original,Bar,Easy,Residents,local_govt_and_lot,mark bar data residents encoding x other_details y aggregate none resident_id,"other_details,resident_id",none,bar,"x=other_details,y=resident_id,color=none",none,none
Just list the customer event id and the corresponding move property id using a scatter.,original,Scatter,Easy,customer_events,local_govt_and_lot,mark point data customer_events encoding x customer_event_id y aggregate none property_id,"Customer_Event_ID,property_id",none,point,"x=Customer_Event_ID,y=property_id,color=none",none,none
"List all the participant ids and their details using a bar chart, and I want to order in asc by the bar.",original,Bar,Easy,Participants,local_govt_in_alabama,mark bar data participants encoding x participant_details y aggregate none participant_id transform sort x asc,"Participant_Details,Participant_ID",none,bar,"x=Participant_Details,y=Participant_ID,color=none",x asc,none
"Bar chart x axis event details y axis how many event details, could you order by the y-axis in ascending please?",original,Bar,Medium,EVENTS,local_govt_in_alabama,mark bar data events encoding x event_details y aggregate count event_details transform group x sort y asc,Event_Details,count Event_Details,bar,"x=Event_Details,y=count Event_Details,color=none",y asc,none
Group and count details for the events using a bar chart.,original,Bar,Easy,EVENTS,local_govt_in_alabama,mark bar data events encoding x event_details y aggregate count event_details transform group x,Event_Details,count Event_Details,bar,"x=Event_Details,y=count Event_Details,color=none",none,none
Group and count details for the events using a pie chart.,original,Pie,Easy,EVENTS,local_govt_in_alabama,mark arc data events encoding x event_details y aggregate count event_details transform group x,Event_Details,count Event_Details,arc,"x=Event_Details,y=count Event_Details,color=none",none,none
"For each team, how many technicians are there, could you sort X in asc order?",original,Bar,Medium,technician,machine_repair,mark bar data technician encoding x team y aggregate count team transform group x sort x asc,Team,count Team,bar,"x=Team,y=count Team,color=none",x asc,none
"List the name of technicians whose team is not ""NYY"", and count them by a bar chart, and show x-axis in descending order please.",original,Bar,Hard,technician,machine_repair,"mark bar data technician encoding x name y aggregate count name transform filter team != ""nyy"" group x sort x desc",Name,count Name,bar,"x=Name,y=count Name,color=none",x desc,"Team != ""NYY"""
Show different teams of technicians and the number of technicians in each team in a pie chart.,original,Pie,Easy,technician,machine_repair,mark arc data technician encoding x team y aggregate count team transform group x,Team,count Team,arc,"x=Team,y=count Team,color=none",none,none
"Display a bar chart for what is the total revenue of companies started by founder?, and display by the x-axis from low to high.",original,Bar,Medium,manufacturers,manufactory_1,mark bar data manufacturers encoding x founder y aggregate sum revenue transform group x sort x asc,"Founder,Revenue",sum Revenue,bar,"x=Founder,y=sum Revenue,color=none",x asc,none
Please show me a bar chart for visualizing the name and revenue of all manufacturers sorted by their revenue in the descending order.,original,Bar,Easy,manufacturers,manufactory_1,mark bar data manufacturers encoding x name y aggregate none revenue transform sort y desc,"Name,Revenue",none,bar,"x=Name,y=Revenue,color=none",y desc,none
"Give me a bar chart for the total number of each product type code, could you rank in desc by the X-axis?",original,Bar,Medium,Products,solvency_ii,mark bar data products encoding x product_type_code y aggregate count product_type_code transform group x sort x desc,Product_Type_Code,count Product_Type_Code,bar,"x=Product_Type_Code,y=count Product_Type_Code,color=none",x desc,none
What is the total number of different types of codes of products?,original,Bar,Easy,Products,solvency_ii,mark bar data products encoding x product_type_code y aggregate count product_type_code transform group x,Product_Type_Code,count Product_Type_Code,bar,"x=Product_Type_Code,y=count Product_Type_Code,color=none",none,none
Show different type codes of products and the number of products with each type code with a pie chart.,original,Pie,Easy,Products,solvency_ii,mark arc data products encoding x product_type_code y aggregate count product_type_code transform group x,Product_Type_Code,count Product_Type_Code,arc,"x=Product_Type_Code,y=count Product_Type_Code,color=none",none,none
"Scatter. what are the average prices of products, grouped by manufacturer code?",original,Scatter,Easy,Products,manufactory_1,mark point data products encoding x avg(price) y aggregate none manufacturer transform group manufacturer,"Price,Manufacturer",avg Price,point,"x=avg Price,y=Manufacturer,color=none",none,none
Find the component amounts and names of all furnitures that have more than 10 components. Show me the proportion of component amounts using a pie chart.,original,Pie,Easy,furniture,manufacturer,mark arc data furniture encoding x name y aggregate none num_of_component transform filter num_of_component > 10,"Name,Num_of_Component",none,arc,"x=Name,y=Num_of_Component,color=none",none,Num_of_Component gt 10
"Find the component amounts and names of all furnitures that have more than 10 components, and could you order by the y axis from low to high?",original,Bar,Medium,furniture,manufacturer,mark bar data furniture encoding x name y aggregate none num_of_component transform filter num_of_component > 10 sort y asc,"Name,Num_of_Component",none,bar,"x=Name,y=Num_of_Component,color=none",y asc,Num_of_Component gt 10
"Give me a histogram for what is the number of players who have points less than 30 for each position?, list by the y axis in desc please.",original,Bar,Hard,player,sports_competition,mark bar data player encoding x position y aggregate count position transform filter points < 30 group x sort y desc,Position,count Position,bar,"x=Position,y=count Position,color=none",y desc,Points lt 30
What is the proportion of the gender of players?,original,Pie,Easy,player,riding_club,mark arc data player encoding x gender y aggregate count gender transform group x,Gender,count Gender,arc,"x=Gender,y=count Gender,color=none",none,none
"Compare the number of players of different occupations using a bar chart, list y-axis in desc order.",original,Bar,Medium,player,riding_club,mark bar data player encoding x occupation y aggregate count occupation transform group x sort y desc,Occupation,count Occupation,bar,"x=Occupation,y=count Occupation,color=none",y desc,none
"How many players played each position Plot them as bar chart, and could you display y axis from high to low order?",original,Bar,Medium,match_season,match_season,mark bar data match_season encoding x position y aggregate count position transform group x sort y desc,Position,count Position,bar,"x=Position,y=count Position,color=none",y desc,none
Show the draft pick numbers and draft classes of players whose positions are defenders in a bar chart.,original,Bar,Easy,match_season,match_season,"mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender""","Draft_Class,Draft_Pick_Number",none,bar,"x=Draft_Class,y=Draft_Pick_Number,color=none",none,"Position = ""Defender"""
Show the position of players and the corresponding number of players in a pie chart.,original,Pie,Easy,match_season,match_season,mark arc data match_season encoding x position y aggregate count position transform group x,Position,count Position,arc,"x=Position,y=count Position,color=none",none,none
"Show the number of brand from each brand, and list x-axis in desc order.",original,Bar,Medium,camera_lens,mountain_photos,mark bar data camera_lens encoding x brand y aggregate count brand transform group x sort x desc,brand,count brand,bar,"x=brand,y=count brand,color=none",x desc,none
Count the brand of each camera lens with a pie chart.,original,Pie,Easy,camera_lens,mountain_photos,mark arc data camera_lens encoding x brand y aggregate count brand transform group x,brand,count brand,arc,"x=brand,y=count brand,color=none",none,none
Compare the number of items in each color scheme using a bar chart.,original,Bar,Easy,photos,mountain_photos,mark bar data photos encoding x color y aggregate count color transform group x,"color,y",count,bar,"x=color,y=count,color=y",none,none
"Please draw a bar chart to show the total number of different color, could you rank Y-axis from low to high order?",original,Bar,Medium,photos,mountain_photos,mark bar data photos encoding x color y aggregate count color transform group x sort y asc,"color,y",count,bar,"x=color,y=count,color=y",y asc,none
Group and count the color scheme for all the photos using a pie chart.,original,Pie,Easy,photos,mountain_photos,mark arc data photos encoding x color y aggregate count color transform group x,"color,y",count,arc,"x=color,y=count,color=y",none,none
"Can you give me a bar chart to show the name and membership level of the visitors whose membership level is higher than 4, list in desc by the x axis please.",original,Bar,Medium,visitor,museum_visit,mark bar data visitor encoding x name y aggregate none level_of_membership transform filter level_of_membership > 4 sort x desc,"Name,Level_of_membership",none,bar,"x=Name,y=Level_of_membership,color=none",x desc,Level_of_membership gt 4
Can you give me a bar chart to show the name and membership level of the visitors whose membership level is higher than 4.,original,Bar,Easy,visitor,museum_visit,mark bar data visitor encoding x name y aggregate none level_of_membership transform filter level_of_membership > 4,"Name,Level_of_membership",none,bar,"x=Name,y=Level_of_membership,color=none",none,Level_of_membership gt 4
Find the name and membership level of the visitors whose membership level is higher than 4. Plot them as pie chart.,original,Pie,Easy,visitor,museum_visit,mark arc data visitor encoding x name y aggregate none level_of_membership transform filter level_of_membership > 4,"Name,Level_of_membership",none,arc,"x=Name,y=Level_of_membership,color=none",none,Level_of_membership gt 4
Show me a pie chart for how many songs were released for each format?,original,Pie,Easy,files,music_1,mark arc data files encoding x formats y aggregate count formats transform group x,formats,count formats,arc,"x=formats,y=count formats,color=none",none,none
"What is the average rating of songs for each language Plot them as bar chart, and could you list from high to low by the total number?",original,Bar,Medium,song,music_1,mark bar data song encoding x languages y aggregate mean rating transform group x sort y desc,"languages,rating",mean rating,bar,"x=languages,y=mean rating,color=none",y desc,none
Show me a bar chart for what is the average rating of songs for each language?,original,Bar,Easy,song,music_1,mark bar data song encoding x languages y aggregate mean rating transform group x,"languages,rating",mean rating,bar,"x=languages,y=mean rating,color=none",none,none
What is the average rating of songs for each language. Plot them as pie chart.,original,Pie,Easy,song,music_1,mark arc data song encoding x languages y aggregate mean rating transform group x,"languages,rating",mean rating,arc,"x=languages,y=mean rating,color=none",none,none
"What are the category of music festivals with result ""Awarded"", and count them by a bar chart, show from low to high by the y axis.",original,Bar,Hard,music_festival,music_4,"mark bar data music_festival encoding x category y aggregate count category transform filter result = ""awarded"" group x sort y asc",Category,count Category,bar,"x=Category,y=count Category,color=none",y asc,"Result = ""Awarded"""
"What are the category of music festivals with result ""Awarded"", and count them by a pie chart",original,Pie,Medium,music_festival,music_4,"mark arc data music_festival encoding x category y aggregate count category transform filter result = ""awarded"" group x",Category,count Category,arc,"x=Category,y=count Category,color=none",none,"Result = ""Awarded"""
Return the results of all music festivals using a pie chart.,original,Pie,Easy,music_festival,music_4,mark arc data music_festival encoding x result y aggregate count result transform group x,Result,count Result,arc,"x=Result,y=count Result,color=none",none,none
"For all artist names who are not from the United States, show the total number of each year with a bar chart, I want to display Y-axis from low to high order please.",original,Bar,Medium,artist,theme_gallery,mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group x sort y asc,Year_Join,count Year_Join,bar,"x=Year_Join,y=count Year_Join,color=none",y asc,Country != 'United States'
Show all countries with a pie chart.,original,Pie,Easy,artist,theme_gallery,mark arc data artist encoding x country y aggregate count country transform group x,Country,count Country,arc,"x=Country,y=count Country,color=none",none,none
"For artist names who are not from United States, show me a stacked that the x-axis is the Year_Join and the group by name in Y, I want to rank y axis from low to high order.",original,Stacked Bar,Hard,artist,theme_gallery,mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group name sort y asc,"Year_Join,Name",count Year_Join,bar,"x=Year_Join,y=count Year_Join,color=Name",y asc,Country != 'United States'
"Show the names and their average grades of each high schooler with a bar chart, and I want to rank by the bars in descending.",original,Bar,Medium,Highschooler,network_1,mark bar data highschooler encoding x name y aggregate mean grade transform group x sort x desc,"name,grade",mean grade,bar,"x=name,y=mean grade,color=none",x desc,none
Show the names and their average grades of each high schooler with a bar chart.,original,Bar,Easy,Highschooler,network_1,mark bar data highschooler encoding x name y aggregate mean grade transform group x,"name,grade",mean grade,bar,"x=name,y=mean grade,color=none",none,none
"Draw a bar chart for what is average age of male for different job title?, and sort in desc by the x axis.",original,Bar,Hard,Person,network_2,mark bar data person encoding x job y aggregate mean age transform filter gender = 'male' group x sort x desc,"job,age",mean age,bar,"x=job,y=mean age,color=none",x desc,gender = 'male'
Find the number of people who is under 40 for each gender.,original,Bar,Medium,Person,network_2,mark bar data person encoding x gender y aggregate count gender transform filter age < 40 group x,gender,count gender,bar,"x=gender,y=count gender,color=none",none,age lt 40
"A bar chart about what are the nationalities and their average ages of journalists?, and order y-axis from high to low order.",original,Bar,Medium,journalist,news_report,mark bar data journalist encoding x nationality y aggregate mean age transform group x sort y desc,"Nationality,Age",mean Age,bar,"x=Nationality,y=mean Age,color=none",y desc,none
Show the different nationalities and the number of journalists of each nationality in a bar chart.,original,Bar,Easy,journalist,news_report,mark bar data journalist encoding x nationality y aggregate count nationality transform group x,Nationality,count Nationality,bar,"x=Nationality,y=count Nationality,color=none",none,none
"Plot how many minister by grouped by minister as a bar graph, and order by the Minister in ascending.",original,Bar,Medium,party,party_people,mark bar data party encoding x minister y aggregate count minister transform group x sort x asc,Minister,count Minister,bar,"x=Minister,y=count Minister,color=none",x asc,none
"Give me a bar chart, that group by location and count them.",original,Bar,Easy,party,party_host,mark bar data party encoding x location y aggregate count location transform group x,Location,count Location,bar,"x=Location,y=count Location,color=none",none,none
Show the proportion of all ministers using a pie chart.,original,Pie,Easy,party,party_people,mark arc data party encoding x minister y aggregate count minister transform group x,Minister,count Minister,arc,"x=Minister,y=count Minister,color=none",none,none
"How many hosts does each nationality have? List the nationality and the count Visualize by bar chart, could you list in ascending by the y axis?",original,Bar,Medium,HOST,party_host,mark bar data host encoding x nationality y aggregate count nationality transform group x sort y asc,Nationality,count Nationality,bar,"x=Nationality,y=count Nationality,color=none",y asc,none
Show different nationalities along with the number of hosts of each nationality in a bar chart.,original,Bar,Easy,HOST,party_host,mark bar data host encoding x nationality y aggregate count nationality transform group x,Nationality,count Nationality,bar,"x=Nationality,y=count Nationality,color=none",none,none
Show different nationalities along with the number of hosts of each nationality by a pie chart.,original,Pie,Easy,HOST,party_host,mark arc data host encoding x nationality y aggregate count nationality transform group x,Nationality,count Nationality,arc,"x=Nationality,y=count Nationality,color=none",none,none
"Bar chart x axis location y axis how many location, and rank by the bars in asc.",original,Bar,Medium,performance,performance_attendance,mark bar data performance encoding x location y aggregate count location transform group x sort x asc,Location,count Location,bar,"x=Location,y=count Location,color=none",x asc,none
How many performances of each location? Show me the proportion using a pie chart.,original,Pie,Easy,performance,performance_attendance,mark arc data performance encoding x location y aggregate count location transform group x,Location,count Location,arc,"x=Location,y=count Location,color=none",none,none
"Visualize a bar chart for what are the countries of perpetrators? Show each country and the corresponding number of perpetrators there, I want to rank by the X-axis from low to high.",original,Bar,Medium,perpetrator,perpetrator,mark bar data perpetrator encoding x country y aggregate count country transform group x sort x asc,Country,count Country,bar,"x=Country,y=count Country,color=none",x asc,none
What are the countries of perpetrators? Show each country and the corresponding number of perpetrators there.,original,Pie,Easy,perpetrator,perpetrator,mark arc data perpetrator encoding x country y aggregate count country transform group x,Country,count Country,arc,"x=Country,y=count Country,color=none",none,none
"What is the average weight for each type of pet Show bar chart, and could you display in ascending by the bars?",original,Bar,Medium,pets,pets_1,mark bar data pets encoding x pettype y aggregate mean weight transform group x sort x asc,"PetType,weight",mean weight,bar,"x=PetType,y=mean weight,color=none",x asc,none
Give me a pie to show the average of pet age from different pettype.,original,Pie,Easy,pets,pets_1,mark arc data pets encoding x pettype y aggregate mean pet_age transform group x,"PetType,pet_age",mean pet_age,arc,"x=PetType,y=mean pet_age,color=none",none,none
"Bar graph to show mean memory in g from different carrier, sort X-axis from high to low order please.",original,Bar,Medium,phone,phone_market,mark bar data phone encoding x carrier y aggregate mean memory_in_g transform group x sort x desc,"Carrier,Memory_in_G",mean Memory_in_G,bar,"x=Carrier,y=mean Memory_in_G,color=none",x desc,none
A bar chart about what are the memories and carriers of phones?,original,Bar,Easy,phone,phone_market,mark bar data phone encoding x carrier y aggregate mean memory_in_g transform group x,"Carrier,Memory_in_G",mean Memory_in_G,bar,"x=Carrier,y=mean Memory_in_G,color=none",none,none
What is the proportion of carriers of phones?,original,Pie,Easy,phone,phone_market,mark arc data phone encoding x carrier y aggregate count carrier transform group x,Carrier,count Carrier,arc,"x=Carrier,y=count Carrier,color=none",none,none
"Bar chart of the number of position from each position, list by the names in desc.",original,Bar,Medium,pilot,pilot_record,mark bar data pilot encoding x position y aggregate count position transform group x sort x desc,Position,count Position,bar,"x=Position,y=count Position,color=none",x desc,none
Show me a pie chart for what are the different nationalities of pilots? Show each nationality and the number of pilots of each nationality.,original,Pie,Easy,pilot,pilot_record,mark arc data pilot encoding x nationality y aggregate count nationality transform group x,Nationality,count Nationality,arc,"x=Nationality,y=count Nationality,color=none",none,none
List the final tables made and the best finishes of poker players in a scatter chart.,original,Scatter,Easy,poker_player,poker_player,mark point data poker_player encoding x final_table_made y aggregate none best_finish,"Final_Table_Made,Best_Finish",none,point,"x=Final_Table_Made,y=Best_Finish,color=none",none,none
Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities with a pie chart.,original,Pie,Easy,Catalog_Contents,product_catalog,mark arc data catalog_contents encoding x catalog_entry_name y aggregate none capacity transform filter price_in_dollars > 700,"catalog_entry_name,capacity",none,arc,"x=catalog_entry_name,y=capacity,color=none",none,price_in_dollars gt 700
"Find the total rating ratio for each channel owner Visualize by bar chart, display Y-axis from low to high order please.",original,Bar,Medium,channel,program_share,mark bar data channel encoding x owner y aggregate sum rating_in_percent transform group x sort y asc,"Owner,Rating_in_percent",sum Rating_in_percent,bar,"x=Owner,y=sum Rating_in_percent,color=none",y asc,none
